v1,cleaned_text,length,label
ham,todaysundaysunday holidayso work,3,0
ham,gudnitetcpractice going,2,0
ham,ill late,2,0
ham,ive called hoping lr malaria know miss guys miss bani big pls give love especially great day,17,0
ham,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea,17,0
ham,probably gonna see later tonight lt,6,0
ham,maybe fat fingers press buttons doesnt know,7,0
ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,12,0
ham,tirupur da started office call,5,0
spam,wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,9,1
ham,famous quote develop ability listen anything unconditionally without losing temper self confidence means married,14,0
ham,going college pa else ill come self pa,8,0
ham,oclock mine bash flat plan,5,0
ham,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed,14,0
ham,special,1,0
ham,know need get hotel got invitation apologise cali sweet come english blokes weddin,13,0
ham,sorry took long omw,4,0
ham,wait ltgt min,3,0
ham,ok give minutes think see btw youre alibi cutting hair whole time,12,0
ham,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,24,0
ham,hurry ive weeddeficient like three days,6,0
ham,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,11,0
ham,ok every night take warm bath drink cup milk youll see work magic still need loose weight know,18,0
ham,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book,15,0
ham,well uv causes mutations sunscreen like essential thesedays,8,0
ham,lunchyou onlinewhy,2,0
ham,know friend already told,4,0
ham,hi princess thank pics pretty,5,0
ham,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,23,0
ham,hi msg meim office,4,0
ham,thanx e brownie v nice,5,0
ham,geeeee love much barely stand,5,0
spam,gent trying contact last weekends draw shows prize guaranteed call claim code k valid hrs ppm,16,1
ham,fuck babe miss already know cant let send money towards net need want crave,14,0
ham,ill call u mrw ninish address icky american freek wont stop callin bad jen k eh,16,0
ham,oooh bed ridden ey thinking,5,0
ham,anyways go gym whatever love smiles hope ok good day babe miss much already,14,0
ham,love daddy make scream pleasure going slap ass dick,9,0
ham,wot u wanna missy,4,0
ham,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee,18,0
ham,know lab goggles went,4,0
ham,open door,2,0
ham,waiting call,2,0
ham,nope waiting sch daddy,4,0
spam,cash prize claim call,4,1
ham,im tired arguing week week want ill,7,0
ham,wait sch finish ard,4,0
spam,mobile number claim calls us back ring claims hot line,10,1
ham,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite,19,0
ham,huh early dinner outside izzit,5,0
ham,ok anyway need change said,5,0
spam,tried contact reply offer mins textand new video phone call reply free delivery tomorrow,14,1
ham,exwife able kids want kids one day,7,0
ham,hows scotland hope showing jjc tendencies take care live dream,10,0
ham,tell u headache want use hour sick time,8,0
ham,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den,15,0
ham,pete please ring meive hardly gotany credit,7,0
ham,ya srsly better yi tho,5,0
ham,im meeting call later,4,0
spam,ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,12,1
spam,specially selected receive pound award call lines close cost ppm tcs apply ag promo,14,1
spam,private account statement shows unredeemed points call identifier code expires,10,1
ham,still grand prix,3,0
ham,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,15,0
ham,great,1,0
ham,gud mrng dear nice day,5,0
spam,important customer service announcement call freephone,6,1
ham,exhausted train morning much wine pie sleep well,8,0
ham,im going buy mums present ar,6,0
ham,mind blastin tsunamis occur rajnikant stopped swimming indian oceand,9,0
ham,u sending home first ok lor im ready yet,9,0
ham,speaking cash yet,3,0
ham,happy come noon,3,0
ham,meet lunch la,3,0
ham,take care n get well soon,6,0
spam,xclusiveclubsaisai morow soiree speciale zouk nichols parisfree roses ladies info,10,1
ham,meant say cant wait see u getting bored bridgwater banter,10,0
ham,neva mind ok,3,0
ham,fine imma get drink somethin want come find,8,0
spam,days kick euro u kept date latest news results daily removed send get txt stop,15,1
ham,valentine game send dis msg ur friends answers r someone really loves u ques colour suits bestrply,17,0
ham,many dependents,2,0
ham,thanx today cer nice catch ave find time often oh well take care c u soonc,16,0
ham,called said himthen choose future,5,0
ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st,14,0
ham,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,22,0
ham,family happiness,2,0
ham,come n pick come immediately aft ur lesson,8,0
ham,let snow let snow kind weather brings ppl together friendships grow,11,0
ham,dear got ltgt dollars hi hi,6,0
ham,good words words may leave u dismay many times,9,0
ham,make sure alex knows birthday fifteen minutes far youre concerned,10,0
ham,sorry got things may pub later,6,0
ham,nah straight bring bud drinks something thats actually little useful straight cash,12,0
ham,haha good hear im officially paid market th,8,0
ham,many licks take get center tootsie pop,7,0
ham,yup thk r e teacher said make face look longer darren ask cut short,14,0
spam,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddycom txt one name,16,1
spam,todays vodafone numbers ending selected receive award number matches call receive award,12,1
ham,please dont say like hi hi hi,7,0
ham,thank u,2,0
ham,oh forwarded message thought send,5,0
ham,got seventeen pounds seven hundred ml hope ok,8,0
spam,dear voucher holder claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop,15,1
ham,n funny,2,0
ham,sweetheart hope kind day one loads reasons smile biola,9,0
ham,login dat time dad fetching home,6,0
ham,shower baby,2,0
ham,askd u question hours answer,5,0
ham,well imma definitely need restock thanksgiving ill let know im,10,0
ham,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day,15,0
ham,probably gonna swing wee bit,5,0
ham,ya nice ready thursday,4,0
ham,allo braved buses taken trains triumphed mean bham jolly good rest week,12,0
ham,watching cartoon listening music amp eve go temple amp church u,11,0
ham,mind ask happened dont say uncomfortable,6,0
spam,private account statement shows unredeemed points call identifier code expires,10,1
ham,prob send email,3,0
spam,cash prize claim call tc rstm sw ss ppm,9,1
ham,thats cool sometimes slow gentle sonetimes rough hard,8,0
ham,im gonna say sorry would normal starting panic time sorry seeing tuesday,12,0
ham,wait know wesleys town bet hella drugs,7,0
ham,fine miss much,3,0
ham,u got persons story,4,0
ham,tell drug dealers getting impatient,5,0
ham,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,24,0
ham,place man,2,0
ham,doesnt make sense take unless free need know wikipediacom,9,0
spam,premium phone services call,4,1
ham,sea lays rock rock envelope envelope paper paper words,9,0
ham,mums repent,2,0
ham,sorry going home first daddy come fetch later,8,0
ham,leave de start prepare next,5,0
ham,yes baby study positions kama sutra,6,0
ham,en chikku nange bakra msg kalstiyathen teacoffee,7,0
ham,carlosll minute still need buy,5,0
ham,pay ltdecimalgt lakhs,3,0
ham,good evening ttyl,3,0
ham,u receive msg,3,0
ham,ho ho big belly laugh see ya tomo,8,0
spam,sms ac sun posts helloyou seem cool,7,1
spam,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop,19,1
ham,ditto wont worry saying anything anymore like said last night whatever want ill peace,14,0
ham,ive got ltgt way could pick,6,0
ham,dont knw pa drink milk,5,0
ham,maybe say hi find got card great escape wetherspoons,9,0
ham,piggy r u awake bet ure still sleeping im going lunch,11,0
ham,cause im freaky lol,4,0
ham,missed call cause yelling scrappy miss u cant wait u come home im lonely today,15,0
ham,hex place talk explain,4,0
ham,log wat sdrybi,3,0
ham,xy going e lunch,4,0
spam,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg,19,1
ham,wanted ask wait finish lect cos lect finishes hour anyway,10,0
ham,finished work yet,3,0
ham,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni,18,0
ham,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,24,0
ham,thanks love torch bold,4,0
spam,forwarded please call immediately urgent message waiting,7,1
ham,farm open,2,0
ham,sorry trouble u buy dad big small sat n sun thanx,11,0
ham,sister law hope great month saying hey abiola,8,0
ham,purchase stuff today mail po box number,7,0
ham,ah poop looks like ill prob send laptop get fixed cuz gpu problem,13,0
ham,good good job like entrepreneurs,5,0
ham,aight close still around alexs place,6,0
ham,meet corporation st outside gap see mind working,8,0
ham,mum ask buy food home,5,0
ham,ku also dont msg reply msg,6,0
ham,much r willing pay,4,0
ham,sorry ill call later,4,0
ham,important prevent dehydration giving enough fluids,6,0
ham,thats bit weird even supposed happening good idea sure pub,10,0
ham,true deari sat pray evening felt soso smsd time,9,0
ham,dont think get away trek long family town sorry,9,0
ham,wanna gym harri,3,0
ham,quite late lar ard anyway wun b drivin,8,0
spam,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alerts reply word,15,1
spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs,18,1
ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,29,0
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,17,0
spam,ampm cost p,3,1
ham,save stress person dorm account send account details money sent,10,0
ham,also knows lunch menu da know,6,0
ham,stuff sell ill tell,4,0
spam,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max,12,1
ham,book lesson msg call work sth im going get specs membership px,12,0
spam,guaranteed cash prize claim yr prize call customer service representative ampm,11,1
ham,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime,15,0
ham,oh send address,3,0
ham,sfine anytime best,3,0
ham,wondar full flim,3,0
ham,ya even cookies jelly,4,0
ham,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run,20,0
ham,got looks scrumptious daddy wants eat night long,8,0
ham,cos lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,22,0
ham,alright omw gotta change order halfth,6,0
ham,exactly anyways far jide study visiting,6,0
ham,dunno u ask,3,0
spam,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call,11,1
ham,didnt spring coming early yay,5,0
ham,lol wont feel bad use money take steak dinner,9,0
ham,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply,17,0
ham,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh,11,0
ham,one talking,2,0
ham,thanks looking really appreciate,4,0
spam,hi customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg,15,1
