v1,cleaned_text,length
spam,cash prize claim call,4
ham,im tired arguing week week want ill,7
ham,wait sch finish ard,4
spam,mobile number claim calls us back ring claims hot line,10
ham,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite,19
ham,huh early dinner outside izzit,5
ham,ok anyway need change said,5
spam,tried contact reply offer mins textand new video phone call reply free delivery tomorrow,14
ham,exwife able kids want kids one day,7
ham,hows scotland hope showing jjc tendencies take care live dream,10
ham,tell u headache want use hour sick time,8
ham,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den,15
ham,pete please ring meive hardly gotany credit,7
ham,ya srsly better yi tho,5
ham,im meeting call later,4
spam,ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,12
spam,specially selected receive pound award call lines close cost ppm tcs apply ag promo,14
spam,private account statement shows unredeemed points call identifier code expires,10
ham,still grand prix,3
ham,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,15
ham,great,1
ham,gud mrng dear nice day,5
spam,important customer service announcement call freephone,6
ham,exhausted train morning much wine pie sleep well,8
ham,im going buy mums present ar,6
ham,mind blastin tsunamis occur rajnikant stopped swimming indian oceand,9
ham,u sending home first ok lor im ready yet,9
ham,speaking cash yet,3
ham,happy come noon,3
ham,meet lunch la,3
ham,take care n get well soon,6
spam,xclusiveclubsaisai morow soiree speciale zouk nichols parisfree roses ladies info,10
ham,meant say cant wait see u getting bored bridgwater banter,10
ham,neva mind ok,3
ham,fine imma get drink somethin want come find,8
spam,days kick euro u kept date latest news results daily removed send get txt stop,15
ham,valentine game send dis msg ur friends answers r someone really loves u ques colour suits bestrply,17
ham,many dependents,2
ham,thanx today cer nice catch ave find time often oh well take care c u soonc,16
ham,called said himthen choose future,5
ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st,14
ham,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,22
ham,family happiness,2
ham,come n pick come immediately aft ur lesson,8
ham,let snow let snow kind weather brings ppl together friendships grow,11
ham,dear got ltgt dollars hi hi,6
ham,good words words may leave u dismay many times,9
ham,make sure alex knows birthday fifteen minutes far youre concerned,10
ham,sorry got things may pub later,6
ham,nah straight bring bud drinks something thats actually little useful straight cash,12
ham,haha good hear im officially paid market th,8
ham,many licks take get center tootsie pop,7
ham,yup thk r e teacher said make face look longer darren ask cut short,14
spam,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddycom txt one name,16
spam,todays vodafone numbers ending selected receive award number matches call receive award,12
ham,please dont say like hi hi hi,7
ham,thank u,2
ham,oh forwarded message thought send,5
ham,got seventeen pounds seven hundred ml hope ok,8
spam,dear voucher holder claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop,15
ham,n funny,2
ham,sweetheart hope kind day one loads reasons smile biola,9
ham,login dat time dad fetching home,6
ham,shower baby,2
ham,askd u question hours answer,5
ham,well imma definitely need restock thanksgiving ill let know im,10
ham,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day,15
ham,probably gonna swing wee bit,5
ham,ya nice ready thursday,4
ham,allo braved buses taken trains triumphed mean bham jolly good rest week,12
ham,watching cartoon listening music amp eve go temple amp church u,11
ham,mind ask happened dont say uncomfortable,6
spam,private account statement shows unredeemed points call identifier code expires,10
ham,prob send email,3
spam,cash prize claim call tc rstm sw ss ppm,9
ham,thats cool sometimes slow gentle sonetimes rough hard,8
ham,im gonna say sorry would normal starting panic time sorry seeing tuesday,12
ham,wait know wesleys town bet hella drugs,7
ham,fine miss much,3
ham,u got persons story,4
ham,tell drug dealers getting impatient,5
ham,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,24
ham,place man,2
ham,doesnt make sense take unless free need know wikipediacom,9
spam,premium phone services call,4
ham,sea lays rock rock envelope envelope paper paper words,9
ham,mums repent,2
ham,sorry going home first daddy come fetch later,8
ham,leave de start prepare next,5
ham,yes baby study positions kama sutra,6
ham,en chikku nange bakra msg kalstiyathen teacoffee,7
ham,carlosll minute still need buy,5
ham,pay ltdecimalgt lakhs,3
ham,good evening ttyl,3
ham,u receive msg,3
ham,ho ho big belly laugh see ya tomo,8
spam,sms ac sun posts helloyou seem cool,7
spam,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop,19
ham,ditto wont worry saying anything anymore like said last night whatever want ill peace,14
ham,ive got ltgt way could pick,6
ham,dont knw pa drink milk,5
ham,maybe say hi find got card great escape wetherspoons,9
ham,piggy r u awake bet ure still sleeping im going lunch,11
ham,cause im freaky lol,4
ham,missed call cause yelling scrappy miss u cant wait u come home im lonely today,15
ham,hex place talk explain,4
ham,log wat sdrybi,3
ham,xy going e lunch,4
spam,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg,19
ham,wanted ask wait finish lect cos lect finishes hour anyway,10
ham,finished work yet,3
ham,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni,18
ham,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,24
ham,thanks love torch bold,4
spam,forwarded please call immediately urgent message waiting,7
ham,farm open,2
ham,sorry trouble u buy dad big small sat n sun thanx,11
ham,sister law hope great month saying hey abiola,8
ham,purchase stuff today mail po box number,7
ham,ah poop looks like ill prob send laptop get fixed cuz gpu problem,13
ham,good good job like entrepreneurs,5
ham,aight close still around alexs place,6
ham,meet corporation st outside gap see mind working,8
ham,mum ask buy food home,5
ham,ku also dont msg reply msg,6
ham,much r willing pay,4
ham,sorry ill call later,4
ham,important prevent dehydration giving enough fluids,6
ham,thats bit weird even supposed happening good idea sure pub,10
ham,true deari sat pray evening felt soso smsd time,9
ham,dont think get away trek long family town sorry,9
ham,wanna gym harri,3
ham,quite late lar ard anyway wun b drivin,8
spam,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alerts reply word,15
spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs,18
ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,29
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,17
spam,ampm cost p,3
ham,save stress person dorm account send account details money sent,10
ham,also knows lunch menu da know,6
ham,stuff sell ill tell,4
spam,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max,12
ham,book lesson msg call work sth im going get specs membership px,12
spam,guaranteed cash prize claim yr prize call customer service representative ampm,11
ham,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime,15
ham,oh send address,3
ham,sfine anytime best,3
ham,wondar full flim,3
ham,ya even cookies jelly,4
ham,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run,20
ham,got looks scrumptious daddy wants eat night long,8
ham,cos lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,22
ham,alright omw gotta change order halfth,6
ham,exactly anyways far jide study visiting,6
ham,dunno u ask,3
spam,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call,11
ham,didnt spring coming early yay,5
ham,lol wont feel bad use money take steak dinner,9
ham,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply,17
ham,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh,11
ham,one talking,2
ham,thanks looking really appreciate,4
spam,hi customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg,15
ham,wish,1
ham,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao,22
ham,yes glad made,3
ham,well little time thing good times ahead,7
ham,got room soon hadnt put clocks back til shouted everyone get realised wahay another hour bed,16
ham,ok may free gym,4
ham,men like shorter ladies gaze eyes,6
ham,dunno jus say go lido time,6
ham,promise take good care princess run please send pics get chance ttyl,12
spam,u subscribed best mobile content service uk per days send stop helpline,12
ham,reason weve spoken year anyways great week best exam,9
ham,monday next week give full gist,6
spam,realize years well thousands old ladies running around tattoos,9
spam,important customer service announcement premier,5
ham,dont gimme lip caveboy,4
ham,get library,2
ham,realy sorryi dont recognise number confused r u please,9
ham,didnt holla,2
ham,cant think anyone spare room top head,7
ham,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas,13
ham,u made appointment,3
ham,call youcarlos isare phones vibrate acting might hear texts,9
spam,romantic paris nights flights book next year call tscs apply,10
ham,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,15
spam,urgent ur guaranteed award still unclaimed call closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf,11
ham,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor,24
